#,Symbol,Name,Market Cap (US $),Price (US $),Circulating Supply,Volume (24h), 1h (%), 24h (%), 7d (%)
1859, INCO ,Incodium,None,0.005964,None ,10422,0.41,-23.74,0.8
1860, CNET ,ContractNet,None,0.005921,None ,Low Vol,-0.27,-13.32,-45.97
1861, CWV ,CWV Chain,None,0.005864,None ,1873267,-0.29,-15.19,-46.5
1862, BQT ,Blockchain Qu...,None,0.005755,None ,29865,-0.03,-14.02,-54.34
1863, DAXT ,Digital Asset...,None,0.005722,None ,Low Vol,-1.6,-31.32,-39.23
1864, AT ,AWARE,None,0.005701,None ,2564,-0.63,-14.27,-24.64
1865, CET ,CoinEx Token,None,0.005693,None ,Low Vol,0.06,-13.13,-28.94
1866, WBL ,WIZBL,None,0.005578,None ,8835,-0.2,-18.04,-40.06
1867, TOS ,ThingsOperati...,None,0.005313,None ,201273,-0.18,-16.06,-40.63
1868, IQT ,iQuant,None,0.005257,None ,Low Vol,0,0,32.24
1869, YCC ,Yuan Chain Coin,None,0.005236,None ,211849,0.66,3.29,-26.58
1870, MCC ,Moving Cloud ...,None,0.005176,None ,24630,-0.07,-11.95,-31.99
1871, PLX ,PlexCoin,None,0.005156,None ,Low Vol,0,0,9.87
1872, HYB ,Hybrid Block,None,0.005119,None ,Low Vol,-0.8,-11.67,-39.42
1873, B2X ,SegWit2x,None,0.004994,None,61511,-0.06,-14.28,-65.57
1874, WYS ,wys Token,None,0.004963,None ,Low Vol,-0.19,-15.05,-45.72
1875, FUNDZ ,FundToken,None,0.004913,None ,39489,-0.09,-12.48,-37.28
1876, VLU ,Valuto,None,0.004757,None,Low Vol,0.44,-18.48,-31.66
1877, LEMO ,LemoChain,None,0.004729,None ,39477,0.62,-35.55,-63.3
1878, CRD ,CryptalDash,None,0.004652,None ,31110,1.91,-9.41,-28.2
1879, META ,Metadium,None,0.004553,None ,304464,-0.53,-21.28,-52.7
1880, PROUD ,PROUD Money,None,0.004505,None,Low Vol,-2.15,3.09,-3.68
1881, UST ,Ultra Salescloud,None,0.004492,None ,13566,-0.94,-20.03,-79.97
1882, MSD ,MSD,None,0.004408,None ,33660,0.66,-3.26,-10.68
1883, ETHM ,Ethereum Meta,None,0.004387,None ,2568,-0.25,-29.47,-42.33
1884, PASS ,Blockpass,None,0.004116,None ,3270,-0.41,12.01,56.41
1885, AXIOM ,Axiom,None,0.004061,None,Low Vol,-0.07,-13.46,-33.2
1886, ELLI ,Elliot Coin,None,0.004014,None,546,-0.03,-17.32,-51.96
1887, ONE ,Menlo One,None,0.004,None ,Low Vol,-0.48,-10.16,-27.68
1888, INDI ,Indicoin,None,0.003834,None ,Low Vol,-0.09,-11.87,-38.21
1889, BUB ,Bubble,None,0.003765,None ,Low Vol,0,0,-36.89
1890, YOU ,YOU COIN,None,0.003705,None ,51740,-0.09,-11.09,-26.59
1891, STC ,StarChain,None,0.00364,None ,318404,-1.26,-16.16,-10.16
1892, BUBO ,Budbo,None,0.003522,None ,Low Vol,-0.2,-10.27,-33.31
1893, TRIO ,Tripio,None,0.003414,None ,502711,-0.25,-8.95,-14.12
1894, FRN ,Francs,None,0.003235,None,Low Vol,-0.29,10.4,-15.48
1895, F1C ,Future1coin,None,0.003184,None ,1530,-0.67,-8.32,-13.35
1896, SDS ,Alchemint Sta...,None,0.003009,None ,66574,-0.08,-21.98,-45.19
1897, BIT ,First Bitcoin,None,0.00282,None,Low Vol,-0.07,-13.56,-35.72
1898, CRYP ,CrypticCoin,None,0.002758,None,336886,0.71,-26.39,-56.54
1899, DWS ,DWS,None,0.002736,None ,1408,-0.12,-8.2,-44.14
1900, FAIR ,FairGame,None,0.002639,None ,282330,-1.28,-16.57,-47.36
1901, CIT ,CariNet,None,0.002633,None ,17037,-0.46,-14.59,-49.35
1902, BCARD ,CARDbuyers,None,0.002621,None,Low Vol,-0.69,-25.3,-47.57
1903, XCD ,CapdaxToken,None,0.002584,None ,Low Vol,-0.88,-24.82,-48.8
1904, SNO ,SaveNode,None,0.002566,None,585,0.16,-17.75,-43.68
1905, BCV ,BitCapitalVendor,None,0.00256,None ,41389,-0.07,-24.8,-43.62
1906, BNK ,Bankera,None,0.00253,None ,8445,-0.3,-13.33,-37.41
1907, INCX ,International...,None,0.002495,None ,48146,-0.4,-17.76,-48.64
1908, DELIZ ,Delizia,None,0.002491,None ,7238,-4.19,-79.62,-98.79
1909, SIGMA ,SIGMAcoin,None,0.002459,None ,8810,-0.97,-17.54,-22.33
1910, XQN ,Quotient,None,0.002455,None ,Low Vol,0,0,-12.24
1911, RCD ,RECORD,None,0.002402,None ,Low Vol,0,-0.07,-34.83
1912, ETI ,EtherInc,None,0.00237,None,16717,-0.69,-10.6,-48.68
1913, SLT ,Social Lendin...,None,0.002333,None ,6478,-0.34,-13.76,-24.5
1914, UIP ,UnlimitedIP,None,0.002264,None ,468751,-0.11,-14.15,-33.39
1915, XIN ,Infinity Econ...,None,0.002235,None ,6772385,0.16,-0.27,-11.07
1916, PRES ,President Trump,None,0.002181,None ,Low Vol,-0.07,-6.24,-21.62
1917, READ ,Read,None,0.002157,None ,18852,0.03,-13.68,-29.16
1918, BGG ,Bgogo Token,None,0.002124,None ,Low Vol,-0.57,-15.31,-59.21
1919, COTN ,CottonCoin,None,0.002106,None,Low Vol,-0.07,-14.75,-46.9
1920, GARY ,President Joh...,None,0.002043,None ,Low Vol,0,0,0
1921, ZENGOLD ,ZenGold,None,0.002016,None ,Low Vol,-0.59,-20.81,-42.92
1922, ESS ,Essentia,None,0.001926,None ,148475,-0.37,-10.83,-36.12
1923, CRE ,Cybereits,None,0.001859,None ,58591,-0.78,-9.49,-51.49
1924, ERA ,ERA,None,0.001842,None,Low Vol,0.71,10.88,-6.17
1925, EST ,Esports Token,None,0.001838,None ,Low Vol,0,0,-15.49
1926, HPY ,Hyper Pay,None,0.001835,None ,Low Vol,-0.22,-1.78,-21.93
1927, IDT ,InvestDigital,None,0.001818,None ,45755,-1.33,-26.42,-55.99
1928, BCX ,BitcoinX,None,0.001815,None,56629,-0.24,-21.32,-49.72
1929, QUBE ,Qube,None,0.001756,None ,1280,0.15,-13.14,-30.61
1930, WT ,WeToken,None,0.001752,None ,34699,-0.47,18.14,-15.96
1931, GRX ,GOLD Reward T...,None,0.00173,None ,Low Vol,-0.07,36.83,-14.3
1932, BAAS ,BaaSid,None,0.001727,None ,3691,0.7,-15.22,-9.75
1933, CAR ,CarBlock,None,0.001685,None ,102569,-0.27,-12.71,-36.3
1934, BIFI ,Bitcoin File,None,0.001653,None ,11556,-1.07,-22.2,-31.55
1935, MT ,MyToken,None,0.001595,None ,182782,-0.33,-8.1,-48.26
1936, PNDM ,Pandemia,None,0.001592,None,Low Vol,-0.34,-43.53,-81.65
1937, KWH ,KWHCoin,None,0.001574,None ,63812,-0.26,-14.23,-67.38
1938, RRC ,RRCoin,None,0.001524,None ,34010,-0.12,-13.52,-37.8
1939, EAG ,EA Coin,None,0.001504,None,Low Vol,-0.07,-13.56,-32.31
1940, GSE ,GSENetwork,None,0.001488,None ,379338,-1.87,-19.33,-68.07
1941, GET ,Themis,None,0.001472,None ,216603,-0.79,-15.23,-53.64
1942, SCC ,StockChain,None,0.00146,None ,73536,-0.09,-13.04,-29.21
1943, DPN ,DIPNET,None,0.001421,None ,240920,-0.23,-9.9,-36.34
1944, SHE ,ShineChain,None,0.001392,None ,431602,0.96,-6.68,-29.69
1945, OMEN ,OmenCoin,None,0.001391,None,Low Vol,-0.07,-9.78,90.76
1946, CAN ,Content and A...,None,0.001377,None ,8058,-0.41,-12.62,-36.65
1947, MEETONE ,MEET.ONE,None,0.001372,None ,845,-0.14,-1.78,-23.36
1948, VSC ,vSportCoin,None,0.00136,None ,33503,0.69,-19.18,-42.36
1949, BUT ,BitUP Token,None,0.001331,None ,214954,0.16,-22.58,-53.28
1950, TKT ,Twinkle,None,0.001304,None ,27408,0.05,-13.63,-29.28
1951, BTCM ,BTCMoon,None,0.001275,None ,Low Vol,-0.04,-5.09,-8.12
1952, BCDN ,BlockCDN,None,0.001238,None ,6279,-0.95,-12.22,-32.77
1953, SOP ,SoPay,None,0.00119,None ,4408,0.08,-7.46,-52.14
1954, ATC ,Arbitracoin,None,0.00118,None ,Low Vol,1.64,-9.91,-37.86
1955, KEY ,KEY,None,0.001173,None ,42517,0.16,-8.29,-20.44
1956, TRAID ,Traid,None,0.001167,None,Low Vol,-0.49,-18.46,-47.78
1957, USE ,Usechain Token,None,0.00111,None ,313504,-0.11,-11.09,-30.26
1958, VDG ,VeriDocGlobal,None,0.0011,None ,519,-0.62,-18.54,-27.2
1959, VNX ,VisionX,None,0.00103,None ,497971,-1.87,-32.92,-72.13
1960, MAG ,Maggie,None,0.00086,None ,14334,-0.32,-8.28,-6.36
1961, NEWOS ,NewsToken,None,0.000801,None ,31862,-0.37,-23.36,-47.26
1962, ACDC ,Volt,None,0.000797,None ,292743,0.17,-8.13,-14.12
1963, LST ,Lendroid Supp...,None,0.000769,None ,608,-0.45,-22.12,-43.45
1964, IOV ,Carlive Chain,None,0.00076,None ,35643,-0.26,-13.41,-44.42
1965, SWTC ,Jingtum Tech,None,0.000735,None ,47367,-0.01,-15.43,-34.46
1966, XTRD ,XTRD,None,0.000724,None ,2397,-4.53,-35.02,-70.63
1967, ASA ,Asura Coin,None,0.000665,None ,24479,-0.18,-13.19,-48.87
1968, MCT ,Master Contra...,None,0.000647,None ,42446,-0.11,-13.45,-57.28
1969, ALTX ,Alttex,None,0.00064,None ,Low Vol,0,-1.39,-51.65
1970, RBMC ,Rubex Money,None,0.000639,None,913,-0.07,-13.77,-37.33
1971, AVH ,Animation Vis...,None,0.000634,None ,28467,-0.07,-11.79,19.43
1972, QBT ,Cubits,None,0.000632,None,570,1.74,17.48,14.02
1973, SHOW ,Show,None,0.000627,None ,63340,-0.91,-20.28,-46.51
1974, SEER ,SEER,None,0.00062,None ,100108,-0.29,-12.06,-21.49
1975, NUG ,Nuggets,None,0.000594,None ,Low Vol,-0.1,4.31,-24.96
1976, MEX ,MEX,None,0.000578,None ,473634,-0.03,-29.42,-51.43
1977, MINEX ,Minex,None,0.00054,None ,Low Vol,0,0,33.73
1978, SKR ,Sakuracoin,None,0.000489,None,Low Vol,-0.14,-13.56,-35.26
1979, BET ,BetaCoin,None,0.000471,None,Low Vol,0,0,-47.24
1980, ANI ,Animecoin,None,0.000455,None,Low Vol,-0.77,-15.02,-45.66
1981, TWIST ,TWIST,None,0.000451,None,Low Vol,-0.07,-23.87,-50.06
1982, VTHO ,VeThor Token,None,0.000446,None ,3927,-0.3,-11.53,-42.05
1983, GVE ,Globalvillage...,None,0.000434,None ,150287,-0.32,-25.51,-57.96
1984, ATD ,Atidium,None,0.000421,None,645,4.29,61.46,13.9
1985, BKBT ,BeeKan,None,0.000416,None ,197637,-0.17,-14.35,-41.89
1986, NEOG ,NEO GOLD,None,0.000414,None ,Low Vol,-0.07,-11.99,-35.46
1987, PNT ,Penta,None,0.000396,None ,115867,-0.21,-15.42,-49.14
1988, GCS ,GameChain System,None,0.000396,None ,Low Vol,0.31,-5.95,-53.82
1989, GIO ,Graviocoin,None,0.000376,None,789,0.17,-12.33,-31.32
1990, GST ,Game Stars,None,0.000357,None ,498402,-0.04,-14.12,-34.7
1991, PXC ,Pixie Coin,None,0.000353,None ,25335,-0.26,-17.33,-46.13
1992, OF ,OFCOIN,None,0.000349,None ,241250,-0.48,-11.76,-46.33
1993, HNC ,Huncoin,None,0.000332,None,Low Vol,0,0,0
1994, EGCC ,Engine,None,0.000332,None ,496792,-0.98,-18.69,-45.36
1995, OC ,OceanChain,None,0.000332,None ,9668,-0.72,1.91,-25.97
1996, DNZ ,Adenz,None,0.000305,None ,Low Vol,-0.07,-12.47,-32.93
1997, OBX ,OBXcoin,None,0.000284,None ,Low Vol,1.08,30.43,-51.81
1998, UC ,YouLive Coin,None,0.000247,None ,158755,-0.41,-16.48,-38.41
1999, EDT ,EtherDelta Token,None,0.00024,None ,Low Vol,0,0,-31.86
2000, WIN ,WinToken,None,0.00023,None ,157391,-0.12,-11.7,-34.18
2001, CIF ,Crypto Improv...,None,0.000226,None,Low Vol,-0.07,-25.64,-48.25
2002, MERO ,Mero,None,0.000226,None,Low Vol,-0.07,-13.56,-62.9
2003, CFC ,CoffeeCoin,None,0.000218,None ,Low Vol,0,0,-21.66
2004, PC ,Promotion Coin,None,0.000214,None ,111307,-1.63,-24.45,-46.45
2005, INSUR ,InsurChain,None,0.000194,None ,102475,-0.23,-5.34,-21.92
2006, IIC ,Intelligent I...,None,0.000194,None ,370247,-1.1,-10.79,-46.59
2007, DACC ,DACC,None,0.000192,None ,464708,-0.65,-19.61,-60.01
2008, HUM ,Humanscape,None,0.00019,None ,79554,0.29,0.93,-3.67
2009, UNRC ,UniversalRoya...,None,0.00019,None ,Low Vol,-1.65,-13.02,-31.95
2010, MBC ,MicroBitcoin,None,0.00019,None,150358,0.78,-25.71,-62.64
2011, SNIP ,SnipCoin,None,0.000171,None ,2757,-0.33,-12.99,-38.12
2012, IFP ,Infinipay,None,0.000162,None,Low Vol,-0.07,-15.82,-34.94
2013, EDU ,EduCoin,None,0.000159,None ,899882,-0.88,-18.29,-52.01
2014, BLAZR ,BlazerCoin,None,0.000153,None,Low Vol,-3.06,-12.15,-31.58
2015, WIC ,Wi Coin,None,0.00015,None ,Low Vol,-0.07,-0.95,-10.22
2016, CROP ,Cropcoin,None,0.00015,None,Low Vol,-6.1,-42.72,-46.61
2017, BTBc ,Bitbase,None,0.00015,None,Low Vol,4.41,16.83,-55.34
2018, EXT ,Experience Token,None,0.000146,None ,1351,-0.47,-13.99,-32.26
2019, OLMP ,Olympic,None,0.000133,None,Low Vol,0.17,-28.12,-65.64
2020, SUP ,Superior Coin,None,0.000127,None,Low Vol,-2.53,-22.79,-54.36
2021, HIT ,HitChain,None,0.000117,None ,472388,-0.52,-15.48,-45.89
2022, TELL ,Tellurion,None,0.000116,None,Low Vol,-0.29,-9.61,-38.82
2023, CEN ,Centaure,None,0.000106,None ,Low Vol,0.19,-35.57,-87.8
2024, BIRDS ,Birds,None,8.9E-05,None,Low Vol,0,0,-46.63
2025, WINK ,Wink,None,8.6E-05,None ,Low Vol,0,0,-49.09
2026, LABH ,Labh Coin,None,7.9E-05,None,Low Vol,-2.07,-31.86,-28.32
2027, DUTCH ,Dutch Coin,None,7.5E-05,None,Low Vol,-0.07,-13.55,-32.65
2028, DMC ,DynamicCoin,None,7.5E-05,None,Low Vol,-0.07,-12.36,29.87
2029, WA ,WA Space,None,7.5E-05,None,Low Vol,-0.31,-26.89,-75.04
2030, CHE ,Crypto Harbor...,None,7.4E-05,None ,5292,-0.06,26.53,-1.74
2031, LSTR ,Luna Stars,None,6.9E-05,None ,Low Vol,-2.56,-12.28,-58.83
2032, ECT ,SuperEdge,None,6.8E-05,None ,Low Vol,1.14,-13.17,-35.54
2033, MRQ ,MIRQ,None,6.7E-05,None,Low Vol,5,-23.31,-30.88
2034, NAM ,NAM COIN,None,6.5E-05,None ,57718,1.42,-14.4,-66.01
2035, XRT ,XRT Token,None,5.3E-05,None ,Low Vol,0.72,-6.01,-62.47
2036, EDS ,Endorsit,None,4.8E-05,None ,15013,-0.27,-10.13,-40.37
2037, HALLO ,Halloween Coin,None,4.7E-05,None,Low Vol,0,0,-16.33
2038, ACES ,Aces,None,4.5E-05,None ,Low Vol,0,0,-29.88
2039, LIGHT ,LightChain,None,4.4E-05,None ,287788,-0.96,-12.37,-52.59
2040, XG ,GIGA,None,3.8E-05,None,Low Vol,-0.06,-25.87,-58.84
2041, CGEN ,CommunityGene...,None,3.8E-05,None,Low Vol,-0.07,-56.75,-32.67
2042, SJW ,SJWCoin,None,3.8E-05,None,Low Vol,-0.07,-56.78,-65.19
2043, RUNNERS ,Runners,None,3.8E-05,None ,Low Vol,-0.35,-13.73,-32.81
2044, CDC ,Commerce Data...,None,3.3E-05,None ,2277,0.18,69.4,-23.31
2045, EJOY ,EJOY,None,2.6E-05,None ,10144,0.65,-19.77,-59.49
2046, VITES ,Vites,None,2.5E-05,None,1452,-0.77,-17.61,-53.85
2047, MEDIBIT ,MediBit,None,2.5E-05,None ,19195,-0.9,-19.67,-71.52
2048, TDC ,Trendercoin,None,2.1E-05,None ,Low Vol,0,0,-26.29
2049, EMPR ,empowr coin,None,2E-05,None ,28779,-1.37,-9.63,-61.4
2050, CANDY ,Candy,None,1.8E-05,None ,2061,0.65,-10.16,-42.82
2051, YUKI ,YUKI,None,1.7E-05,None ,2726,-2.77,-22.5,-63.51
2052, IFC ,Infinitecoin,None,1.7E-05,None,16460,-0.06,-15.25,-36.87
2053, IDOL ,IDOL COIN,None,1.7E-05,None ,Low Vol,-0.15,-18.21,-26.9
2054, CMIT ,CMITCOIN,None,1.2E-05,None ,Low Vol,0.41,-72.74,-39.02
2055, COU ,Couchain,None,9E-06,None ,23984,-0.08,-16.09,-35.27
2056, MOON ,Mooncoin,None,9E-06,None,Low Vol,-0.01,-6.11,-34.13
2057, EXC ,Excaliburcoin,None,9E-06,None ,Low Vol,-0.52,13.48,-38.04
2058, RDC ,Ordocoin,None,8E-06,None ,8902,3.88,-21.76,-43.69
2059, COMP ,Compound Coin,None,8E-06,None,Low Vol,-0.35,-8.48,-18.63
2060, HNDC ,HondaisCoin,None,6E-06,None,Low Vol,4.48,-86.37,-67.5
2061, XPAT ,Bitnation,None,5E-06,None ,6589,-0.04,-1.02,-25.87
2062, MICRO ,Micromines,None,5E-06,None ,8809,-0.62,-20.4,None
2063, KXC ,KingXChain,None,4E-06,None ,4774,0.34,-13.7,-36.89
2064, BSN ,Bastonet,None,3E-06,None ,Low Vol,-0.16,-13.7,-31.49
2065, HSN ,Helper Search...,None,2E-06,None ,2218,-0.51,-22.49,-55.59
2066, BFF ,BFFDoom,None,2E-06,None ,Low Vol,2.56,-23.15,-72.87
2067, VSTR ,Vestoria,None,1E-06,None ,Low Vol,-0.18,-13.19,-39.37
2068, POSS ,Posscoin,None,1E-06,None ,Low Vol,-0.18,-13.19,-38.61
2069, OBTC ,Obitan Chain,None,1E-06,None ,Low Vol,-0.18,-13.2,-38
2070, RBBT ,RabbitCoin,None,1E-06,None,Low Vol,-2.22,-27.49,-29.51
2071, EMB ,EmberCoin,None,9.3E-08,None ,1057,-0.73,-14.4,-30.71
